Unnamed: 0,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,DOBMissing,TrainingBeforeStart,SurveyBeforeStart
2719,Abril,Joseph,2018-12-16,,Production Technician I,Gregory Hall,abril.joseph@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,1978-10-18,MA,Coordinator,Female,19021,White,Widowed,Fully Meets,4,3146,2022-09-05,5,1,1,2023-03-06,Technical Skills,External,Passed,Port Todd,Alan Barry,5,560.03,False,False,False
2720,Bobby,Levy,2023-07-17,2023-07-28,Production Technician I,Donna Yang,bobby.levy@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Involuntary,Member cost town create against decision.,Production       ,General - Sga,1999-04-23,MA,Engineer,Male,48709,Hispanic,Divorced,Fully Meets,5,3147,2023-07-24,2,2,5,2022-12-20,Project Management,External,Completed,Powellshire,Gerald Reynolds,4,820.65,False,True,False
2721,Gustavo,Durham,2020-05-28,2021-12-14,Production Technician I,Adrienne Barnett,gustavo.durham@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Voluntary,Draw health deal.,Production       ,Aerial,1950-01-03,MA,Foreman,Male,76147,White,Single,Exceeds,2,3148,2023-06-24,4,5,1,2023-04-10,Communication Skills,External,Completed,Port Charles,Kelly Smith,2,727.06,False,False,False
2722,Teagan,Stevens,2021-03-01,2023-04-05,Production Technician I,Yvonne Bush,teagan.stevens@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Voluntary,Policy upon tend join individual direction yard.,Production       ,Field Operations,1983-09-27,MA,Laborer,Female,19987,Black,Single,Exceeds,2,3149,2023-03-31,2,1,4,2023-07-07,Customer Service,Internal,Failed,Pattersonborough,Scott Peck,2,858.12,False,False,False
2723,Neil,Patton,2022-02-12,,Production Technician I,Mark Silva,neil.patton@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Aerial,1955-02-08,MA,Foreman,Female,11927,Asian,Widowed,Fully Meets,2,3150,2022-08-29,3,2,2,2023-01-28,Customer Service,External,Failed,North Kristina,James Hudson,4,781.04,False,False,False
2724,Khalil,Guzman,2022-02-26,,Production Technician I,Melissa Wheeler DDS,khalil.guzman@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,1965-11-15,MA,Engineer,Female,81158,White,Widowed,Exceeds,4,3151,2023-02-24,3,3,1,2022-10-06,Project Management,Internal,Passed,Smithberg,David Hoffman,2,978.88,False,False,False
2725,Alaina,Mayo,2022-07-05,2022-12-28,Production Technician I,Mr. Tony Collier,alaina.mayo@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,Voluntary,Through would building generation pay investment.,Production       ,Field Operations,1953-12-29,MA,Laborer,Female,27163,Black,Widowed,Exceeds,5,3152,2023-04-28,1,3,1,2023-03-24,Communication Skills,Internal,Failed,East Renee,Stephanie Blake,4,955.95,False,False,False
2726,Jagger,Morgan,2019-11-29,2022-03-11,Production Technician I,Kathleen Johnson,jagger.morgan@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Retirement,Seven trip current difference baby.,Production       ,Field Operations,1994-12-13,MA,Technician,Female,96230,Other,Single,Fully Meets,4,3153,2022-11-04,1,5,3,2023-07-11,Communication Skills,External,Passed,East Johnton,Karla Ramirez,5,897.64,False,False,False
2727,Donavan,Kennedy,2019-02-22,,Production Technician I,Julia Davis,donavan.kennedy@bilearner.com,EW,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Engineers,1949-05-21,MA,Engineer,Female,75205,Black,Single,Fully Meets,2,3154,2023-06-03,1,3,5,2023-05-25,Customer Service,External,Passed,Lake Michael,Chelsea Davis,4,418.08,False,False,False
2728,Amy,Frederick,2020-07-16,2022-02-15,Production Technician I,Amanda Carter,amy.frederick@bilearner.com,MSC,Terminated for Cause,Contract,Zone B,Temporary,Voluntary,Interest sit production sit director think.,Production       ,General - Con,1951-03-14,MA,Lineman,Male,56136,Black,Married,Fully Meets,2,3155,2022-08-18,2,5,4,2022-08-27,Communication Skills,External,Failed,West Greg,Sarah Mitchell,5,336.64,False,False,False
2729,Pierce,Charles,2019-07-18,2020-02-19,Production Technician II,Jenny Ray,pierce.charles@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Else feel no individual.,Production       ,General - Con,1962-07-16,MA,Lineman,Female,65327,Black,Married,Fully Meets,5,3156,2023-01-27,4,2,2,2023-04-02,Communication Skills,External,Failed,Rebeccaburgh,Brandy Martin,4,171.46,False,False,False
2730,Deegan,Pham,2019-03-10,2021-11-16,Production Technician II,Kimberly Collier,deegan.pham@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Voluntary,Capital series something again ever.,Production       ,Billable Consultants,1984-03-16,MA,Engineer,Female,25266,White,Divorced,Exceeds,5,3157,2023-04-11,4,1,3,2023-05-26,Project Management,Internal,Incomplete,Dunnchester,Michael Wright,3,401.9,False,False,False
2731,Seth,Oneill,2023-05-30,2023-07-21,Production Technician II,Michael Hendricks,seth.oneill@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Retirement,More next spring around television million media.,Production       ,General - Sga,1976-01-21,MA,Director,Female,35824,Hispanic,Divorced,Exceeds,2,3158,2023-02-02,1,1,3,2022-12-19,Communication Skills,Internal,Passed,Benjaminhaven,Lisa Huffman,5,266.62,False,True,True
2732,Mollie,Woodward,2018-08-23,2019-06-19,Production Technician II,Lindsay White,mollie.woodward@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Voluntary,Allow decide education consider early such.,Production       ,Field Operations,1978-05-29,MA,Groundman,Female,24940,Asian,Married,Fully Meets,4,3159,2023-04-23,1,1,2,2023-04-19,Technical Skills,External,Failed,New Tina,Jennifer Reed,2,913.36,False,False,False
2733,Baylee,Warner,2019-03-06,,Production Technician II,Madeline Henderson,baylee.warner@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Splicing,1951-04-18,MA,Splicer,Female,69293,Other,Single,Exceeds,4,3160,2022-08-20,5,5,3,2023-01-11,Leadership Development,Internal,Failed,Lake Andrewburgh,Michelle Hernandez,3,619.29,False,False,False
2734,Celeste,Allison,2023-08-01,2023-08-02,Production Technician II,Erin Maxwell,celeste.allison@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,Material thousand usually.,Production       ,General - Con,1983-04-17,MA,Laborer,Female,9346,Black,Divorced,Fully Meets,1,3161,2023-07-15,1,5,4,2022-09-15,Customer Service,External,Passed,West Timothy,Elizabeth Miller,3,398.98,False,True,True
2735,Camryn,Clark,2020-02-24,2020-12-24,Production Technician II,Kaitlin Thomas MD,camryn.clark@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Resignation,Not later mission use industry family at.,Production       ,Isp,1997-08-27,MA,Manager,Male,57257,White,Single,Fully Meets,5,3162,2023-03-20,4,4,2,2023-07-24,Technical Skills,Internal,Failed,Jamesville,Stacy Cole,5,569.76,False,False,False
2736,Geovanni,Crawford,2019-09-26,,Production Technician I,Taylor Martin,geovanni.crawford@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Catv,1979-03-13,MA,Laborer,Male,57484,Black,Married,Fully Meets,4,3163,2023-03-19,2,4,5,2022-10-01,Project Management,Internal,Passed,West Joshuaburgh,Mark Johnson,4,807.32,False,False,False
2737,Danielle,Blanchard,2022-12-07,2023-06-08,Production Technician I,Natalie Hogan,danielle.blanchard@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Beat hand ready reason development else doctor.,Production       ,Field Operations,1997-03-18,MA,Foreman,Female,89536,Other,Married,Fully Meets,5,3164,2022-10-02,4,2,3,2023-02-10,Project Management,External,Passed,Harmontown,Jane Romero,3,981.17,False,False,True
2738,Kasey,Pineda,2019-03-08,2021-02-08,Production Technician I,Kenneth Wilkinson,kasey.pineda@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Retirement,Truth hope she after.,Production       ,Field Operations,1994-12-24,MA,Laborer,Female,38677,Black,Single,Fully Meets,2,3165,2023-06-17,1,5,5,2022-08-28,Leadership Development,External,Failed,Johnstonchester,Carly Jacobs,4,972.9,False,False,False
2739,Kenzie,Friedman,2019-08-06,2022-07-27,Production Technician I,Michelle Beasley,kenzie.friedman@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Whatever up again yeah wear red.,Production       ,Field Operations,1993-02-11,MA,Laborer,Female,28796,White,Single,Exceeds,2,3166,2023-01-26,2,4,1,2023-01-27,Project Management,Internal,Incomplete,Port Ronaldville,Melissa Carson,4,928.71,False,False,False
2740,Destinee,Mejia,2019-06-19,,Production Technician I,Karina Hampton,destinee.mejia@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Splicing,1943-09-19,MA,Lineman,Male,2156,Other,Divorced,Exceeds,4,3167,2023-02-27,5,2,1,2023-01-15,Leadership Development,External,Passed,Hillburgh,Keith Lewis,1,975.21,False,False,False
2741,Deshawn,Henry,2022-02-08,2023-07-18,Production Technician I,Timothy Price,deshawn.henry@bilearner.com,MSC,Leave of Absence,Part-Time,Zone A,Full-Time,Voluntary,Hot stage record listen cost against.,Production       ,Sales & Marketing,,MA,Assistant,Male,86333,Hispanic,Married,Fully Meets,2,3168,2023-08-05,5,2,2,2023-05-10,Leadership Development,External,Failed,Brandonland,Whitney Smith,5,613.58,True,False,False
2742,Cristian,Ritter,2019-06-08,2021-01-29,Production Technician I,Jade Howell,cristian.ritter@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,Resignation,Find by campaign. Bit oil show cultural up smile.,Production       ,Aerial,1951-03-04,MA,Lineman,Female,17633,Other,Single,Exceeds,4,3169,2023-04-27,3,2,3,2023-02-25,Communication Skills,Internal,Completed,New Duaneshire,Tracy Simmons,4,109.96,False,False,False
2743,Demarcus,Huffman,2022-01-28,2023-06-23,Production Technician I,David Harrison,demarcus.huffman@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Retirement,Good talk past.,Production       ,Field Operations,1992-01-23,MA,Technician,Male,16568,Asian,Married,Fully Meets,2,3170,2022-11-28,1,3,2,2022-08-28,Technical Skills,External,Failed,Elizabethfurt,Theresa Yang,2,361.28,False,False,False
2744,Regina,Lopez,2020-08-26,2022-08-11,Production Technician I,Courtney Neal,regina.lopez@bilearner.com,WBL,Active,Part-Time,Zone A,Part-Time,Involuntary,Suddenly myself debate official training three.,Production       ,Engineers,1995-02-25,MA,Engineer,Female,44233,White,Widowed,Fully Meets,5,3171,2023-01-08,4,1,5,2023-06-30,Leadership Development,External,Failed,Port Tylerview,Rebecca Gonzalez,4,248.66,False,False,False
2745,Justice,Clark,2019-04-22,,Production Technician I,Elizabeth Allen,justice.clark@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Shop (Fleet),1983-09-07,MA,Mechanic,Female,41155,Asian,Divorced,Fully Meets,4,3172,2022-09-02,2,3,1,2022-12-25,Customer Service,External,Failed,North Charlesview,Melissa Faulkner,5,742.18,False,False,False
2746,Tucker,Sweeney,2022-12-21,2023-05-30,Production Technician I,Gloria Vaughn,tucker.sweeney@bilearner.com,PL,Active,Contract,Zone A,Part-Time,Resignation,Place hear beat.,Production       ,Billable Consultants,1957-03-14,MA,Engineer,Female,24597,Asian,Married,Fully Meets,1,3173,2023-07-13,5,4,3,2023-06-01,Communication Skills,External,Incomplete,Mataport,Stacy Henderson,3,573.31,False,False,False
2747,Roy,Pratt,2022-10-12,2023-07-03,Production Technician I,Tracy Warner,roy.pratt@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Involuntary,Only something seven relate leg however.,Production       ,Catv,1961-06-13,MA,Foreman,Female,59255,Hispanic,Single,Fully Meets,5,3174,2023-01-02,1,5,5,2022-12-09,Communication Skills,External,Completed,Lake Ronald,Jennifer White,4,860.91,False,False,False
2748,Raphael,Whitney,2023-07-23,2023-08-01,Production Technician I,Richard Cox,raphael.whitney@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,Voluntary,Foreign friend policy green.,Production       ,Fielders,1947-11-07,MA,Engineer,Female,97410,Asian,Single,Fully Meets,1,3175,2023-02-03,5,4,1,2023-05-22,Technical Skills,External,Failed,Lake Donaldtown,Michael Brown,4,686.77,False,True,True
2749,Cade,Palmer,2018-12-13,2020-06-23,Production Technician I,Jessica Morgan,cade.palmer@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Resignation,Minute between another local country.,Production       ,Project Management - Con,2000-02-24,MA,Coordinator,Female,42252,Other,Widowed,Exceeds,1,3176,2023-02-09,5,3,5,2023-01-24,Leadership Development,External,Passed,West Ericchester,William Thomas,5,638.26,False,False,False
2750,Abel,Potts,2019-09-30,2021-06-23,Production Technician I,Lori Martin,abel.potts@bilearner.com,EW,Terminated for Cause,Full-Time,Zone A,Full-Time,Resignation,Six agreement take. Newspaper back land health.,Production       ,Project Management - Con,2000-03-13,MA,Coordinator,Female,48294,Asian,Single,Fully Meets,1,3177,2023-04-20,3,4,2,2023-03-25,Leadership Development,External,Incomplete,Lake Jenniferhaven,Aaron Reed,2,423.71,False,False,False
2751,Wayne,Leon,2020-01-24,2023-06-09,Production Technician II,Eric Lopez,wayne.leon@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Involuntary,Follow arrive inside source.,Production       ,Field Operations,1990-04-30,MA,Administrator,Female,45258,White,Married,PIP,1,3178,2022-10-07,5,2,1,2023-05-02,Communication Skills,Internal,Incomplete,Lake Aaronton,Ian Baker,3,708.78,False,False,False
2752,Amya,Armstrong,2020-12-23,2021-03-17,Production Technician II,Victoria Thomas,amya.armstrong@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Voluntary,Assume none mother note poor indeed.,Production       ,Field Operations,1941-12-22,MA,Lineman,Male,96822,Black,Divorced,Fully Meets,2,3179,2023-05-27,5,2,1,2023-05-03,Leadership Development,Internal,Passed,South Sharon,Charles Hurley,2,376.96,False,False,False
2753,Johnny,Whitehead,2019-06-07,2020-01-11,Production Technician II,Jennifer Dean,johnny.whitehead@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,Begin person since way. Thus region happy no.,Production       ,Field Operations,1997-10-27,MA,Technician,Female,14828,Hispanic,Divorced,Fully Meets,4,3180,2023-01-30,2,1,1,2023-07-03,Project Management,External,Completed,West Russell,Teresa Long,1,829.59,False,False,False
2754,Antwan,Clayton,2019-12-25,2021-11-14,Production Technician II,Cameron Harris,antwan.clayton@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Voluntary,Safe cost bar use per both tend.,Production       ,General - Con,1959-07-17,MA,Foreman,Female,26328,Other,Single,Fully Meets,4,3181,2023-04-05,5,4,1,2023-01-13,Leadership Development,Internal,Incomplete,Justinland,David Bush,4,900.21,False,False,False
2755,Dexter,Preston,2023-01-26,,Production Technician II,Benjamin Cantrell,dexter.preston@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,1971-11-21,MA,Technician,Female,55287,White,Married,PIP,2,3182,2022-08-15,3,3,4,2023-05-02,Technical Skills,Internal,Passed,Barryberg,George Norris,2,825.61,False,False,True
2756,Uriah,Guerrero,2022-11-03,2023-08-03,Production Technician II,Victor Warren,uriah.guerrero@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Then foot not.,Production       ,Engineers,1953-02-15,MA,Technician,Male,40809,Other,Single,PIP,3,3183,2023-05-06,1,1,4,2023-07-28,Customer Service,External,Completed,Johnsonborough,Brandy Young,1,205.22,False,False,False
2757,Dakota,Oliver,2022-05-13,,Production Technician I,Brian Roberts,dakota.oliver@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,1972-05-21,MA,Tower Hand,Female,9994,Hispanic,Single,PIP,5,3184,2023-07-03,3,1,4,2022-09-09,Technical Skills,Internal,Failed,East Stacymouth,Penny Koch,3,441.79,False,False,False
2758,Selena,Yoder,2020-09-23,2023-03-15,Production Technician I,Tina Wright,selena.yoder@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Development second material common.,Production       ,Field Operations,1999-10-11,MA,Assistant,Female,91605,Other,Divorced,PIP,2,3185,2022-08-20,5,4,5,2022-11-28,Communication Skills,External,Passed,New Michael,Hannah Hernandez,3,491.87,False,False,False
2759,Kaila,Flowers,2021-08-29,2022-11-08,Production Technician I,Mary Weber,kaila.flowers@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Voluntary,Believe kitchen whose true.,Production       ,Aerial,1967-03-05,MA,Supervisor,Female,76162,Black,Divorced,Fully Meets,2,3186,2023-06-12,5,2,3,2023-04-10,Technical Skills,Internal,Failed,Elizabethchester,Kenneth Williams,4,927.48,False,False,False
2760,Dashawn,Ramirez,2022-12-13,2023-01-11,Production Technician I,Eric Riley Jr.,dashawn.ramirez@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Resignation,Wide smile scene such society contain.,Production       ,Wireline Construction,1962-08-04,MA,Project Manager,Female,13522,Black,Single,PIP,3,3187,2023-01-02,4,2,2,2023-07-26,Leadership Development,Internal,Completed,South Jacobchester,Nancy Hughes,3,831.15,False,False,False
2761,Meghan,Ray,2022-11-06,,Production Technician I,Kathy Wong,meghan.ray@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,1978-04-11,MA,Laborer,Male,2956,Hispanic,Divorced,Fully Meets,4,3188,2023-07-23,5,2,4,2023-05-16,Leadership Development,Internal,Incomplete,Larrytown,Tony Ray,3,976.9,False,False,False
2762,Jasiah,Palmer,2023-08-04,,Production Technician I,Ernest Bates,jasiah.palmer@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,1964-07-21,MA,Project Manager,Female,46851,Asian,Married,PIP,1,3189,2023-02-17,4,3,4,2022-09-11,Leadership Development,Internal,Passed,New Jillburgh,Megan Espinoza,5,574.76,False,True,True
2763,Jaiden,Hawkins,2020-11-15,,Production Technician I,Brittany Allen,jaiden.hawkins@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,1998-10-02,MA,Administration,Male,89125,White,Divorced,PIP,2,3190,2022-10-15,4,5,5,2023-07-13,Leadership Development,External,Passed,Scottchester,Brendan Nelson,3,911.6,False,False,False
2764,Monserrat,Miranda,2022-07-06,2022-08-12,Production Technician I,Krystal Newton,monserrat.miranda@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Retirement,Read PM learn third clearly film news.,Production       ,Technology / It,1945-01-28,MA,Technician,Male,29435,Black,Married,Fully Meets,2,3191,2023-02-24,1,2,2,2023-02-05,Project Management,External,Incomplete,Yolandashire,Aaron Beasley,3,476.39,False,False,False
2765,Johnathon,Lynch,2019-04-21,2022-01-12,Production Technician I,Alexandra Goodman,johnathon.lynch@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Resignation,Ball they group who.,Production       ,Aerial,1997-12-01,MA,Laborer,Female,26250,Black,Single,Fully Meets,3,3192,2023-06-26,5,4,1,2022-08-28,Technical Skills,Internal,Incomplete,Lloydside,Sarah Rodriguez,1,752.12,False,False,False
2766,Dayanara,Murray,2021-08-28,,Production Technician I,Kevin Baker,dayanara.murray@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Con,1946-01-24,MA,Laborer,Female,67626,Black,Divorced,PIP,3,3193,2023-08-05,1,1,5,2023-04-16,Project Management,External,Completed,New Bethstad,Robert Chapman,3,240.94,False,False,False
2767,Alessandro,Sawyer,2021-03-25,,Production Technician I,Holly Mooney,alessandro.sawyer@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,1995-11-08,MA,Groundman,Female,46143,Asian,Divorced,Fully Meets,1,3194,2022-12-26,2,5,5,2023-01-23,Leadership Development,Internal,Passed,South David,Audrey Stanley,5,143.28,False,False,False
2768,Kaylen,Hogan,2020-07-16,2020-10-15,Production Technician I,Latasha Garrison,kaylen.hogan@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Resignation,Tonight address serve yard race.,Production       ,General - Con,1981-01-31,MA,Technician,Female,70709,White,Divorced,Fully Meets,2,3195,2023-03-23,5,4,1,2023-06-28,Customer Service,External,Failed,Morenoville,David Cobb,1,556.09,False,False,False
2769,Karley,Michael,2018-11-28,2021-08-14,Production Technician I,James Hawkins,karley.michael@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Involuntary,Summer might develop TV magazine down.,Production       ,Engineers,1974-12-11,MA,Project Manager,Female,60139,Other,Divorced,Fully Meets,2,3196,2022-10-31,3,3,1,2023-06-06,Customer Service,Internal,Passed,Port Masonmouth,Tammy Mejia,5,518.62,False,False,False
2770,Erik,Parks,2019-06-27,,Production Technician I,Kevin Mason,erik.parks@bilearner.com,PYZ,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,1977-03-31,MA,Lineman,Female,15469,Hispanic,Divorced,PIP,1,3197,2022-09-20,5,5,2,2022-11-10,Customer Service,Internal,Failed,Cooperburgh,Kevin Lin,4,694.79,False,False,False
2771,Violet,Bennett,2023-01-04,,Production Technician I,Olivia Alexander,violet.bennett@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Unk,,Production       ,General - Con,1979-09-24,MA,Laborer,Female,77690,Asian,Married,Fully Meets,2,3198,2023-01-04,1,3,1,2023-06-01,Communication Skills,Internal,Completed,Port Jenniferbury,James Haynes,2,445.34,False,False,False
2772,Hannah,Jacobi,2018-11-22,,Production Technician I,Austin Burke,hannah.jacobi@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Engineers,1978-01-17,MA,Engineer,Female,1778,Hispanic,Married,Fully Meets,2,3199,2022-08-31,1,4,4,2022-09-23,Technical Skills,Internal,Incomplete,Guzmanville,Stephanie Stokes,5,609.18,False,False,False
2773,Peter,Robertson,2021-01-08,,Production Technician II,Casey Landry,peter.robertson@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Billable Consultants,1975-07-26,MA,Engineer,Male,2138,Asian,Married,Fully Meets,4,3200,2023-05-28,5,1,3,2023-03-18,Communication Skills,Internal,Completed,New Garyland,Terri James,1,473.02,False,False,False
2774,Josephine,Bugali,2022-11-18,,Production Technician I,Bobby Boyd,josephine.bugali@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,1984-07-16,MA,Technician,Female,2043,Asian,Widowed,Fully Meets,4,3201,2022-12-27,1,4,5,2023-06-05,Leadership Development,Internal,Failed,Johnstad,Jessica Pratt,2,758.46,False,False,False
2775,Dallas,Leach,2020-06-21,2023-06-23,Production Technician I,Andrea Walls,dallas.leach@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Oil prepare serious affect.,Production       ,Engineers,1999-03-28,MA,Engineer,Female,1810,Other,Single,Fully Meets,4,3202,2022-12-25,2,5,1,2022-08-30,Customer Service,Internal,Passed,Jenniferborough,Jodi Mitchell,3,194.06,False,False,False
2776,Marianne,Eaton,2021-01-19,2022-09-11,Production Technician I,John Lutz,marianne.eaton@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone C,Part-Time,Voluntary,Subject network inside.,Production       ,General - Sga,1961-10-09,MA,Administrator,Female,2343,White,Single,Fully Meets,4,3203,2022-11-11,4,4,2,2022-09-01,Project Management,External,Passed,Port Nicole,Joan Roach,2,317.06,False,False,False
2777,Bruno,Rossetti,2023-06-04,,Production Technician I,Dominique Espinoza,bruno.rossetti@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Sga,1959-12-11,MA,Administration,Male,2155,White,Single,Fully Meets,4,3204,2022-12-27,4,1,1,2022-08-09,Communication Skills,Internal,Passed,Lake Scottberg,Javier Cohen,1,291.9,False,True,True
2778,Roxana,Goyal,2020-08-13,2021-09-17,Production Technician I,Roy Bradshaw,roxana.goyal@bilearner.com,TNS,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Notice strong involve music fact door move.,Production       ,Aerial,1988-02-02,MA,Lineman,Female,1864,Asian,Married,Fully Meets,4,3205,2022-11-03,3,1,3,2023-06-04,Customer Service,External,Incomplete,Lake Shane,Michael Nelson,3,407.29,False,False,False
2779,Thomas,Barbara,2019-09-06,,Production Technician I,Bonnie Clayton,thomas.barbara@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,1961-03-16,MA,Groundman,Male,2062,Hispanic,Divorced,Fully Meets,2,3206,2022-09-13,2,4,4,2023-04-01,Leadership Development,Internal,Passed,New Margaret,Jessica Ashley,2,143.32,False,False,False
2780,Lynn,O'hare,2022-03-27,,Production Technician I,Maria Nelson,lynn.o'hare@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Con,1981-08-28,MA,Supervisor,Female,2152,White,Widowed,Fully Meets,5,3207,2023-01-13,4,4,5,2023-02-17,Technical Skills,External,Passed,Port Sean,Tracy Roberts,3,724.51,False,False,False
2781,Abdellah,Veera,2020-12-25,2023-03-08,Production Technician I,Jeffrey Gray,abdellah.veera@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Own road black catch help agreement.,Production       ,Field Operations,1973-04-09,MA,Operator,Male,2171,Hispanic,Divorced,Fully Meets,2,3208,2023-03-22,5,1,3,2023-04-03,Leadership Development,Internal,Passed,North Rebecca,Ruben Lopez,2,955.32,False,False,False
2782,Daniel,Davis,2021-04-24,,Production Technician II,Jennifer Baker,daniel.davis@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,1983-03-17,MA,Technician,Male,2458,Hispanic,Widowed,Fully Meets,5,3209,2023-01-13,3,3,1,2023-03-06,Project Management,Internal,Incomplete,North Melissa,Ryan Anderson,5,259.71,False,False,False
2783,Barbara M,Stanford,2020-05-12,,Production Technician I,Jessica Scott,barbara m.stanford@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Aerial,1993-06-13,MA,Lineman,Female,2050,Hispanic,Divorced,Fully Meets,5,3210,2023-07-11,3,5,1,2022-12-31,Project Management,External,Failed,Lake Jillianside,Christopher Caldwell,2,128.89,False,False,False
2784,Phylicia,Gosciminski,2023-05-23,,Production Technician II,Pamela Wilson,phylicia.gosciminski@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Sga,1955-08-26,MA,Administrator,Female,1824,Other,Married,Fully Meets,2,3211,2022-10-09,1,5,3,2022-10-13,Customer Service,External,Incomplete,Smithchester,Brooke Washington,4,513.76,False,True,True
2785,Mohammed,Latif,2020-12-27,2022-05-22,Production Technician II,Matthew Brown,mohammed.latif@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Style now then seven.,Production       ,Field Operations,1972-06-30,MA,Foreman,Male,2126,Asian,Married,Fully Meets,5,3212,2023-03-09,2,5,4,2023-01-20,Customer Service,External,Failed,West Emilyport,Joel Brown,2,944.89,False,False,False
